suite_name,experiment,policy,policy_variant,policy_label,base_policy,x_name,x_value,seed,scale_mode,num_parallel_workers,trial_timeout_sec,max_control_steps,obstacle_count,world_width,world_height,world_area,obstacle_area_sum,occupancy_ratio,min_mass,max_mass,mass_scale,robot_num,physics_condition,physics_factor,obstacle_mass_scale_exec,obstacle_lateral_friction_scale_exec,obstacle_spinning_friction_scale_exec,robot_force_limit_scale_exec,contact_restitution_exec,contact_stiffness_exec,contact_damping_exec,status,reason,success,control_steps,wall_clock_sec,planning_time,exec_time,total_expanded,total_visited,total_sims,mode_generation_time,mode_generation_calls,mode_generation_mean_time,planning_iterations,global_replans,local_replans,replans_total,push_tasks_executed,timeout_kind,timeout_source_x_value,timeout_cap_applied
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,3.0,2,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,12.614787799716453,0.19710605937056958,20.0,30.0,,3,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3930,108.71316289901733,30.95292901992798,96.72500000000487,11,56,66,30.750183066998375,71,0.4331011699577236,1,0,2,2,11,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,3.0,3,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.449403586222028,0.21014693103471918,20.0,30.0,,3,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3552,41.458046436309814,12.296679496765137,83.07500000000176,10,54,60,23.400256076000005,62,0.37742348509677426,1,0,2,2,10,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,3.0,4,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,14.116131514413201,0.22056455491270627,20.0,30.0,,3,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,4625,55.07041597366333,14.157424926757812,111.15000000000815,9,48,54,23.304809482001247,54,0.43157054596298605,1,0,4,4,9,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,3.0,5,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.468307222212067,0.21044230034706354,20.0,30.0,,3,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3661,72.12955784797668,22.259626150131226,88.62500000000303,10,45,60,35.024805496,66,0.5306788711515151,2,1,0,1,10,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,3.0,6,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.208327465334431,0.2063801166458505,20.0,30.0,,3,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3475,84.2391345500946,27.799883365631104,84.85000000000217,10,46,60,33.63757002700049,76,0.44259960561842754,2,1,0,1,10,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,3.0,7,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,12.341986338987567,0.19284353654668074,20.0,30.0,,3,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3855,56.644160747528076,15.844256401062012,92.4500000000039,9,41,54,30.01583904399854,58,0.5175144662758369,2,1,0,1,9,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,3.0,8,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.235197486080253,0.20679996072000395,20.0,30.0,,3,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,2705,52.617095947265625,15.322519540786743,65.04999999999767,7,36,42,25.233604212999808,42,0.6008001003095192,1,0,2,2,7,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,3.0,9,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.142622079724921,0.2053534699957019,20.0,30.0,,3,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3957,81.96357345581055,24.725311517715454,95.82500000000466,11,54,62,33.076019487001304,77,0.4295586946363806,1,0,2,2,11,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,4.0,0,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.536043000164485,0.21150067187757007,20.0,30.0,,4,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,5419,87.16599822044373,21.264623165130615,130.8000000000126,13,55,80,37.65794259199811,177,0.21275673780789892,2,1,0,1,11,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,4.0,1,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,14.824124168002994,0.23162694012504678,20.0,30.0,,4,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,8115,160.38653945922852,31.27408790588379,199.0000000000281,16,66,100,65.27854665299992,205,0.31843193489268257,2,1,0,1,15,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,4.0,2,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,12.614787799716453,0.19710605937056958,20.0,30.0,,4,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3781,112.32813811302185,29.745336294174194,92.57500000000393,10,50,62,34.99299126099936,86,0.4068952472209228,1,0,4,4,9,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,4.0,3,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.449403586222028,0.21014693103471918,20.0,30.0,,4,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,5496,87.4114944934845,17.405319690704346,131.2500000000127,12,38,73,27.51583367199737,208,0.13228766188460275,1,0,3,3,10,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,4.0,4,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,14.116131514413201,0.22056455491270627,20.0,30.0,,4,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3847,66.734206199646,13.12488055229187,91.65000000000371,9,34,51,21.50510397300104,91,0.23631982387913233,2,1,0,1,9,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,4.0,5,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.468307222212067,0.21044230034706354,20.0,30.0,,4,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,4056,101.16406345367432,27.940760135650635,98.70000000000532,11,57,66,48.424441870999544,85,0.5696993161294064,1,0,2,2,11,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,4.0,6,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.208327465334431,0.2063801166458505,20.0,30.0,,4,,,1.0,1.0,1.0,1.0,,,,TERMINATED,plan_fail,0,1,1.502164602279663,1.4690327644348145,0.0,1,0,7,1.1909828620009648,35,0.03402808177145614,1,0,0,0,0,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,4.0,7,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,12.341986338987567,0.19284353654668074,20.0,30.0,,4,,,1.0,1.0,1.0,1.0,,,,TIMEOUT,planning_timeout,0,20000,800.0,800.0,800.0,20000,20000,20000,0.0,0,0.0,20000,0,0,0,20000,policy_internal_timeout,,1
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,4.0,8,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.235197486080253,0.20679996072000395,20.0,30.0,,4,,,1.0,1.0,1.0,1.0,,,,TERMINATED,plan_fail,0,1905,49.33867430686951,13.745484828948975,47.54999999999837,8,30,48,25.971982372000184,114,0.22782440677193144,2,1,0,1,6,,,0
revision_robot_scaling_v2,robot_scaling,ours,ours,PushAround,ours,robot_num,4.0,9,robot_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.142622079724921,0.2053534699957019,20.0,30.0,,4,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,4347,95.1431930065155,22.531923055648804,104.97500000000674,11,46,60,33.43080085399606,118,0.28331187164403443,1,0,5,5,10,,,0
