experiment,experiment_canon,policy,policy_variant,policy_label,x_name,x_value,num_trials,num_success,num_timeout,num_timeout_pruned,num_error,success_rate,success_ci95_low,success_ci95_high,status_counts,planning_time_mean_all,planning_time_std_all,planning_time_median_all,planning_time_mean_capped,planning_time_std_capped,planning_time_median_capped,planning_time_mean_success,planning_time_std_success,planning_time_median_success,wall_clock_sec_mean_all,wall_clock_sec_std_all,wall_clock_sec_mean_success,wall_clock_sec_std_success,exec_time_mean_success,exec_time_std_success,control_steps_mean_success,control_steps_std_success,total_sims_mean_success,total_sims_std_success,total_expanded_mean_success,total_expanded_std_success,total_visited_mean_success,total_visited_std_success,planning_iterations_mean_success,planning_iterations_std_success,push_tasks_executed_mean_success,push_tasks_executed_std_success,occupancy_ratio_mean,occupancy_ratio_std
robot_scaling,robot_scaling,dfs,dfs,DFS-WCCG,robot_num,3.0,10,10,0,0,0,1.0,0.7224672001371107,0.9999999999999999,TERMINATED:10,142.58352646827697,183.07709403186425,67.06338572502136,142.58352646827697,183.07709403186425,67.06338572502136,142.58352646827697,183.07709403186425,67.06338572502136,232.39223141670226,214.20593470593033,232.39223141670226,214.20593470593033,178.1300000000178,72.08620687914765,7261.0,2895.842652263183,761.6,815.117605693259,323.6,666.9163199216059,761.6,815.117605693259,1.3,0.48304589153964794,13.9,5.685263601823773,0.2092764541575912,0.010965098162289195
robot_scaling,robot_scaling,dfs,dfs,DFS-WCCG,robot_num,4.0,10,9,1,0,0,0.9,0.5958499732047615,0.9821237869049271,TERMINATED:9;TIMEOUT:1,171.7361305475235,241.52101670135795,73.72991240024567,171.7361305475235,241.52101670135795,73.72991240024567,101.92903394169278,103.93438271807494,73.35641360282898,316.39142632484436,270.5764101241492,262.6571403609382,223.3385125533856,175.86944444444282,113.54956157563342,7160.888888888889,4531.332349443275,497.77777777777777,408.2700631254323,44.888888888888886,91.35157968590971,497.77777777777777,408.2700631254323,1.2222222222222223,0.4409585518440984,14.333333333333334,10.307764064044152,0.20679306682787396,0.008116736280147597
robot_scaling,robot_scaling,slpush,slpush,SL-Push (sim),robot_num,3.0,10,8,1,0,0,0.8,0.49016247153664183,0.9433178485456247,TERMINATED:9;TIMEOUT:1,122.97881934642791,246.513554470013,14.033735871315002,184.01000139713287,327.2070159079206,14.033735871315002,30.012501746416092,46.245749437720924,12.74147081375122,218.797571349144,235.9229690642762,149.77643504738808,133.19496458683625,193.2937499999972,111.2798489250097,7874.75,4445.320002943706,62.25,96.12157480429221,31.125,48.060787402146104,62.25,96.12157480429221,1.0,0.0,31.125,48.060787402146104,0.2092764541575912,0.010965098162289195
robot_scaling,robot_scaling,slpush,slpush,SL-Push (sim),robot_num,4.0,10,8,2,0,0,0.8,0.49016247153664183,0.9433178485456247,TERMINATED:8;TIMEOUT:2,178.70514402389526,327.84493919825354,19.32997488975525,178.70514402389526,327.84493919825354,19.32997488975525,23.38143002986908,18.214955649674447,15.858046770095825,276.4142380714417,279.6890081972942,145.51779758930206,51.65593109591609,171.71562500001465,61.22657852117957,6996.625,2464.6180195200345,41.0,28.685486624025447,20.5,14.342743312012724,41.0,28.685486624025447,1.125,0.3535533905932738,20.5,14.342743312012724,0.2092764541575912,0.010965098162289195
