backend,category,trials,cc_fr_agreement,wccg_cc_agreement,ambiguous,false_positive,false_negative,cc_time_ms,cc_time_std_ms,fr_time_ms,fr_time_std_ms,wccg_time_ms,wccg_time_std_ms,wccg_build_time_ms,wccg_query_time_ms,cc_over_wccg_time_ratio,fr_over_wccg_time_ratio,coarse_resolution,fine_resolution
cpp,convex,100,100/100,100/100,0,0,0,1.225641189957969,0.13013387306130805,282.8825807510293,52.2592306113096,0.8573073311708868,0.15289266712061733,0.3201533103128895,0.5371540208579972,1.4296403931178587,329.9663614968462,0.02,0.01
cpp,mixed,100,98/100,100/100,2,0,0,1.32863367034588,0.13012766968045264,242.39240669063292,55.658873541203526,1.0500466503435746,0.17163029261464002,0.3928388500935398,0.6572078002500348,1.2653091840359207,230.83965518229337,0.02,0.01
cpp,nonconvex,100,98/100,100/100,2,0,0,1.5114732598885894,0.18252852794473126,204.0543175302446,51.378432967547695,1.3041172004886903,0.18861339886349535,0.4737035499420017,0.8304136505466886,1.1590010923268221,156.4693092413623,0.02,0.01
cpp,all,300,296/300,300/300,4,0,0,1.3552493733974793,0.1904276400581777,243.10976832396895,61.99501923923069,1.0704903940010506,0.25073171012549905,0.3955652367828103,0.6749251572182402,1.2660079726004054,227.1013076682782,0.02,0.01
