suite_name,experiment,policy,policy_variant,policy_label,base_policy,x_name,x_value,seed,scale_mode,num_parallel_workers,trial_timeout_sec,max_control_steps,obstacle_count,world_width,world_height,world_area,obstacle_area_sum,occupancy_ratio,min_mass,max_mass,mass_scale,robot_num,physics_condition,physics_factor,obstacle_mass_scale_exec,obstacle_lateral_friction_scale_exec,obstacle_spinning_friction_scale_exec,robot_force_limit_scale_exec,contact_restitution_exec,contact_stiffness_exec,contact_damping_exec,status,reason,success,control_steps,wall_clock_sec,planning_time,exec_time,total_expanded,total_visited,total_sims,mode_generation_time,mode_generation_calls,mode_generation_mean_time,planning_iterations,global_replans,local_replans,replans_total,push_tasks_executed,timeout_kind,timeout_source_x_value,timeout_cap_applied
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,25.0,2,density_scaling,8,800.0,20000,25,8.0,8.0,64.0,10.533516318241745,0.16458619247252726,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3403,48.62363815307617,9.22484278678894,81.57500000000142,8,42,54,1.0334907029955502,55,0.01879074005446455,1,0,6,6,8,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,25.0,3,density_scaling,8,800.0,20000,25,8.0,8.0,64.0,10.37860725942713,0.1621657384285489,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3331,32.03011703491211,6.2708518505096436,76.75000000000033,9,40,54,0.9224527059886896,54,0.017082457518309065,2,1,1,2,9,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,25.0,4,density_scaling,8,800.0,20000,25,8.0,8.0,64.0,12.267265757206602,0.19167602745635315,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,4034,32.93065047264099,5.759400367736816,92.82500000000398,9,48,54,0.7455413700081408,58,0.012854161551864496,1,0,4,4,9,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,25.0,5,density_scaling,8,800.0,20000,25,8.0,8.0,64.0,11.708307222212065,0.18294230034706352,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3378,43.9691002368927,7.808630466461182,81.32500000000137,7,32,42,0.6538088929955848,42,0.01556687840465678,1,0,4,4,7,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,25.0,6,density_scaling,8,800.0,20000,25,8.0,8.0,64.0,10.848835063420157,0.16951304786593996,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,2878,44.53197407722473,10.09628176689148,68.57499999999847,9,42,54,0.8319101480046811,54,0.015405743481568169,2,1,0,1,9,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,25.0,7,density_scaling,8,800.0,20000,25,8.0,8.0,64.0,10.816499661341403,0.16900780720845943,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,2231,27.905998945236206,6.787293910980225,51.42499999999815,7,36,42,0.5253298730021925,42,0.01250785411909982,1,0,2,2,7,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,25.0,8,density_scaling,8,800.0,20000,25,8.0,8.0,64.0,12.015108971831534,0.18773607768486772,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,2551,34.48736238479614,6.435131311416626,60.324999999997644,5,23,30,0.6301204770024924,30,0.021004015900083082,1,0,3,3,5,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,25.0,9,density_scaling,8,800.0,20000,25,8.0,8.0,64.0,11.885276904299285,0.18570745162967633,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3303,47.90489482879639,8.677115678787231,79.20000000000088,7,30,39,0.9473628510004346,47,0.020156656404264565,1,0,5,5,7,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,30.0,0,density_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.27342780399303,0.2073973094373911,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,6655,106.9327712059021,21.035231828689575,162.9500000000199,16,87,117,4.9686079589882866,159,0.03124910666030369,2,1,6,7,16,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,30.0,1,density_scaling,8,800.0,20000,30,8.0,8.0,64.0,14.65592233140044,0.22899878642813187,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,5490,60.553794384002686,9.639115810394287,132.47500000001298,11,53,60,1.7089553749938204,60,0.02848258958323034,1,0,5,5,11,,,0
